# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 5K of event 'cycles:P'
# Event count (approx.): 15716702183
#
# Overhead  Shared Object     Symbol                                                                                                                                                                                                                                                                                                                                                                             IPC   [IPC Coverage]
# ........  ................  .................................................................................................................................................................................................................................................................................................................................................................................  ....................
#
     0.02%  [unknown]         [k] 0xffffffff85124bff                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff86011a4d                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff85efef1d                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8621f942                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff860222e9                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff86027517                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff862205c2                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff852fe619                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff84fef585                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  libc.so.6         [.] __errno_location                                                                                                                                                                                                                                                                                                                                                               -      -            
     0.02%  [unknown]         [k] 0xffffffff85eefcb4                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff86023d7b                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff854523e0                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff86034185                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff850a7945                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff85136141                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff84fef5b7                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff850a7312                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8548f9a5                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff84c0014d                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff862204d0                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff851396e5                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8620c880                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff84f23479                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8508d488                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8507b0a4                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff851a0540                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff85eef895                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff850a77c0                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8600a749                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff85300c23                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff860248e8                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8546fb9e                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8602f646                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8603a5da                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff85eefcc7                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff85f05399                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffffc0fdd0a8                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8623a4f5                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffffc0f9249d                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8603fca9                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff851a04c9                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff86010bf8                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffffc0f9243c                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8508a286                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffffc0fd72d2                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff86024b23                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffffc0fd7305                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8620d8ed                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff85ef3fa9                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff85088c44                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffffc0fb0810                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff850a78b2                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8603d478                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff854ff5bc                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff86017e05                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff86009603                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8603caa0                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffffc0fd6c44                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8513745c                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff86209cf2                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff85efbc80                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff850b6a68                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff84fd0b90                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff85712ad0                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  frankenredis      [.] <fr_runtime::Runtime>::strip_db_prefixes_from_frame                                                                                                                                                                                                                                                                                                                            -      -            
     0.02%  [unknown]         [k] 0xffffffff85133a8f                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff85081395                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  frankenredis      [.] <alloc::collections::btree::node::BalancingContext<u64, usize>>::bulk_steal_left                                                                                                                                                                                                                                                                                               -      -            
     0.02%  [unknown]         [k] 0xffffffff85079adb                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff852fe673                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8508995a                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffffc0f924e9                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff85087576                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff85088d4c                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8604cecc                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8530580c                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8572a5a6                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff86034718                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8509039b                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff85ffba13                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff86034227                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  frankenredis      [.] <core::net::socket_addr::SocketAddrV4 as core::fmt::Display>::fmt                                                                                                                                                                                                                                                                                                              -      -            
     0.02%  [unknown]         [k] 0xffffffff8530d400                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8622f926                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8507e658                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff86209a50                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff86025c00                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff853f1313                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff85922aa7                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8506cab9                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff85088436                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8603d0a5                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8603fc9a                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8600a17d                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff853134f7                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff86039419                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8507a439                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff85f2a89c                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffffc0fdb405                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8507657e                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffffc0fd724b                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff8513cf7f                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffffc0feafe0                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff86027575                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff85087e67                                                                                                                                                                                                                                                                                                                                                             -      -            
     0.02%  [unknown]         [k] 0xffffffff853ec904                                                                                                                                                                                                                                                                                                                                                             -      -            
